name,date,measure,trump_position,vote,agreement_likelihood,plus_minus
Tom Cotton,March 8,Repeal of a Department of Education rule on teacher preparation programs (59-40),support,Yes,1.0,0.0
Tom Cotton,March 7,Repeal of changes to Bureau of Land Management planning rules (51-48),support,Yes,0.91,0.09
Tom Cotton,March 6,Repeal of a rule requiring some federal contractors to report labor violations (49-48),support,Yes,0.904,0.096
Tom Cotton,March 2,Nomination of Rick Perry to be secretary of energy (62-37),support,Yes,1.0,0.0
Tom Cotton,March 2,Nomination of Ben Carson to be secretary of housing and urban development (58-41),support,Yes,0.9990000000000001,0.001
Tom Cotton,March 1,Nomination of Ryan Zinke to be secretary of the interior (68-31),support,Yes,1.0,0.0
Tom Cotton,Feb. 28,Nomination of Wilbur L. Ross Jr. to be secretary of commerce (72-27),support,Yes,0.983,0.017
Tom Cotton,Feb. 17,Nomination of Scott Pruitt to be administrator of the Environmental Protection Agency (52-46),support,Yes,0.9940000000000001,0.006
Tom Cotton,Feb. 16,Nomination of Mick Mulvaney to be director of the Office of Management and Budget (51-49),support,Yes,0.9079999999999999,0.092
Tom Cotton,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,Yes,0.9990000000000001,0.001
Tom Cotton,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,0.998,0.002
Tom Cotton,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
Tom Cotton,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.956,0.044000000000000004
Tom Cotton,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.924,0.076
Tom Cotton,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.955,0.045
Tom Cotton,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.9009999999999999,0.099
Tom Cotton,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.9129999999999999,0.087
Tom Cotton,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,0.9990000000000001,0.001
Tom Cotton,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.985,0.015
Tom Cotton,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,1.0,0.0
Tom Cotton,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.996,0.004
Tom Cotton,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.956,0.044000000000000004
Tom Cotton,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.996,0.004
Tom Cotton,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,1.0,0.0
Tom Cotton,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.991,0.009000000000000001
Tom Cotton,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.888,0.11199999999999999
John Hoeven,June 13,Opposing the sale of some arms to Saudi Arabia (47-53),oppose,No,0.981,0.019
John Hoeven,May 11,Nomination of Robert Lighthizer to be United States trade representative (82-14),support,Yes,0.997,0.003
John Hoeven,May 10,Repeal of a rule requiring energy companies to reduce waste and emissions (49-51),support,Yes,0.966,0.034
John Hoeven,May 4,The 2017 fiscal year appropriations bill (79-18),support,Yes,0.604,0.396
John Hoeven,May 3,Repeal of a rule that allowed a new type of state-based retirement plan (50-49),support,Yes,0.951,0.049
John Hoeven,April 27,Nomination of R. Alexander Acosta to be secretary of labor (60-38),support,Yes,1.0,0.0
John Hoeven,April 24,Nomination of Sonny Perdue to be secretary of agriculture (87-11),support,Yes,1.0,0.0
John Hoeven,April 7,Nomination of Neil Gorsuch to be associate justice of the Supreme Court (54-45),support,Yes,1.0,0.0
John Hoeven,April 6,Whether to keep the Senate cloture requirement for Supreme Court nominees at 60 votes (48-52),oppose,No,0.972,0.027999999999999997
John Hoeven,March 30,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (51-50),support,Yes,0.9670000000000001,0.033
John Hoeven,March 30,Repeal of a rule that allowed a new type of retirement plan established by local governments (50-49),support,Yes,0.9590000000000001,0.040999999999999995
John Hoeven,March 23,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (50-48),support,Yes,0.97,0.03
John Hoeven,March 22,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (50-48),support,Yes,0.97,0.03
John Hoeven,March 15,Nomination of Daniel Coats to be director of national intelligence (85-12),support,Yes,0.993,0.006999999999999999
John Hoeven,March 14,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (51-48),support,Yes,0.971,0.028999999999999998
John Hoeven,March 9,Repeal of a Department of Education rule on school accountability (50-49),support,Yes,0.9670000000000001,0.033
John Hoeven,March 8,Repeal of a Department of Education rule on teacher preparation programs (59-40),support,Yes,1.0,0.0
John Hoeven,March 7,Repeal of changes to Bureau of Land Management planning rules (51-48),support,Yes,0.971,0.028999999999999998
John Hoeven,March 6,Repeal of a rule requiring some federal contractors to report labor violations (49-48),support,Yes,0.968,0.032
John Hoeven,March 2,Nomination of Rick Perry to be secretary of energy (62-37),support,Yes,1.0,0.0
John Hoeven,March 2,Nomination of Ben Carson to be secretary of housing and urban development (58-41),support,Yes,1.0,0.0
John Hoeven,March 1,Nomination of Ryan Zinke to be secretary of the interior (68-31),support,Yes,1.0,0.0
John Hoeven,Feb. 28,Nomination of Wilbur L. Ross Jr. to be secretary of commerce (72-27),support,Yes,0.995,0.005
John Hoeven,Feb. 17,Nomination of Scott Pruitt to be administrator of the Environmental Protection Agency (52-46),support,Yes,1.0,0.0
John Hoeven,Feb. 16,Nomination of Mick Mulvaney to be director of the Office of Management and Budget (51-49),support,Yes,0.97,0.03
John Hoeven,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,Yes,1.0,0.0
John Hoeven,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,1.0,0.0
John Hoeven,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
John Hoeven,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.991,0.009000000000000001
John Hoeven,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.977,0.023
John Hoeven,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.991,0.009000000000000001
John Hoeven,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.9670000000000001,0.033
John Hoeven,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.971,0.028999999999999998
John Hoeven,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,1.0,0.0
John Hoeven,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.998,0.002
John Hoeven,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,1.0,0.0
John Hoeven,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.998,0.002
John Hoeven,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.9840000000000001,0.016
John Hoeven,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.9990000000000001,0.001
John Hoeven,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,1.0,0.0
John Hoeven,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.997,0.003
John Hoeven,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.9570000000000001,0.043
James M. Inhofe,June 13,Opposing the sale of some arms to Saudi Arabia (47-53),oppose,No,0.983,0.017
James M. Inhofe,May 11,Nomination of Robert Lighthizer to be United States trade representative (82-14),support,Yes,0.997,0.003
James M. Inhofe,May 10,Repeal of a rule requiring energy companies to reduce waste and emissions (49-51),support,Yes,0.9690000000000001,0.031
James M. Inhofe,May 4,The 2017 fiscal year appropriations bill (79-18),support,Yes,0.597,0.40299999999999997
James M. Inhofe,May 3,Repeal of a rule that allowed a new type of state-based retirement plan (50-49),support,Yes,0.9540000000000001,0.046
James M. Inhofe,April 27,Nomination of R. Alexander Acosta to be secretary of labor (60-38),support,Yes,1.0,0.0
James M. Inhofe,April 24,Nomination of Sonny Perdue to be secretary of agriculture (87-11),support,Yes,1.0,0.0
James M. Inhofe,April 7,Nomination of Neil Gorsuch to be associate justice of the Supreme Court (54-45),support,Yes,1.0,0.0
James M. Inhofe,April 6,Whether to keep the Senate cloture requirement for Supreme Court nominees at 60 votes (48-52),oppose,No,0.9740000000000001,0.026000000000000002
James M. Inhofe,March 30,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (51-50),support,Yes,0.97,0.03
James M. Inhofe,March 30,Repeal of a rule that allowed a new type of retirement plan established by local governments (50-49),support,Yes,0.9620000000000001,0.038
James M. Inhofe,March 23,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (50-48),support,Yes,0.972,0.027999999999999997
James M. Inhofe,March 22,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (50-48),support,Yes,0.972,0.027999999999999997
James M. Inhofe,March 15,Nomination of Daniel Coats to be director of national intelligence (85-12),support,Yes,0.993,0.006999999999999999
James M. Inhofe,March 14,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (51-48),support,Yes,0.973,0.027000000000000003
James M. Inhofe,March 9,Repeal of a Department of Education rule on school accountability (50-49),support,Yes,0.97,0.03
James M. Inhofe,March 8,Repeal of a Department of Education rule on teacher preparation programs (59-40),support,Yes,1.0,0.0
James M. Inhofe,March 7,Repeal of changes to Bureau of Land Management planning rules (51-48),support,Yes,0.973,0.027000000000000003
James M. Inhofe,March 6,Repeal of a rule requiring some federal contractors to report labor violations (49-48),support,Yes,0.971,0.028999999999999998
James M. Inhofe,March 2,Nomination of Rick Perry to be secretary of energy (62-37),support,Yes,1.0,0.0
James M. Inhofe,March 2,Nomination of Ben Carson to be secretary of housing and urban development (58-41),support,Yes,1.0,0.0
James M. Inhofe,March 1,Nomination of Ryan Zinke to be secretary of the interior (68-31),support,Yes,1.0,0.0
James M. Inhofe,Feb. 28,Nomination of Wilbur L. Ross Jr. to be secretary of commerce (72-27),support,Yes,0.996,0.004
James M. Inhofe,Feb. 17,Nomination of Scott Pruitt to be administrator of the Environmental Protection Agency (52-46),support,Yes,1.0,0.0
James M. Inhofe,Feb. 16,Nomination of Mick Mulvaney to be director of the Office of Management and Budget (51-49),support,Yes,0.973,0.027000000000000003
James M. Inhofe,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,Yes,1.0,0.0
James M. Inhofe,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,1.0,0.0
James M. Inhofe,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
James M. Inhofe,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.992,0.008
James M. Inhofe,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.9790000000000001,0.021
James M. Inhofe,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.992,0.008
James M. Inhofe,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.97,0.03
James M. Inhofe,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.9740000000000001,0.026000000000000002
James M. Inhofe,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,1.0,0.0
James M. Inhofe,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.9990000000000001,0.001
James M. Inhofe,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,1.0,0.0
James M. Inhofe,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.998,0.002
James M. Inhofe,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.985,0.015
James M. Inhofe,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.9990000000000001,0.001
James M. Inhofe,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,1.0,0.0
James M. Inhofe,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.997,0.003
James M. Inhofe,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.961,0.039
James Lankford,June 13,Opposing the sale of some arms to Saudi Arabia (47-53),oppose,No,0.983,0.017
James Lankford,May 11,Nomination of Robert Lighthizer to be United States trade representative (82-14),support,Yes,0.997,0.003
James Lankford,May 10,Repeal of a rule requiring energy companies to reduce waste and emissions (49-51),support,Yes,0.9690000000000001,0.031
James Lankford,May 4,The 2017 fiscal year appropriations bill (79-18),support,Yes,0.597,0.40299999999999997
